,Date,User,Text
3816,October 2015,tjc78,"I always liked those Rivieras, but they always looked better in dark colors.  Those wheels are gross on the picture you posted.  

2017 Buick Enclave / 2017 Hyundai Elantra"
3817,October 2015,robr2,"Here in my part of New England, milkshakes are called frappes. I get one about once a month in the summer from a local ice cream place. Those are great.

I will admit I've gotten hooked on McDonald's chocolate chip frappes (with an accent mark over the e). Not the same as the traditional frappes I'm used to. But on the long drives home from Burlington, VT or Stamford, they hit the spot."
3818,October 2015,berri,Mickey D's iced mocha's aren't bad either and cost less than a of places.
3819,October 2015,abacomike,"
Here in my part of New England, milkshakes are called frappes. I get one about once a month in the summer from a local ice cream place. Those are great.

I will admit I've gotten hooked on McDonald's chocolate chip frappes (with an accent mark over the e). Not the same as the traditional frappes I'm used to. But on the long drives home from Burlington, VT or Stamford, they hit the spot.
Robr2 - Do you remember the ""Awful-Awfuls"" from Friendly's? That was some awesome milk shake. I could never seem to finish them. I remember getting them in Pittsfield MA when I was a counselor in summer camp. We would take the campers by bus to a Friendly's (IIRC) for their Awful Awfuls. Always would get a brain freeze from them. But were they goooooood!!!
2018 Mercedes S450"
3820,October 2015,roadburner,"My father-in-law was a ""Buick Man"" and had one of those last Rivieras. Aways offered to let me drive it. I was extremely underwhelmed. I much, MUCH prefer the 1966-1967 GS and the 1971 ""boat-tail"" GS.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
3821,October 2015,houdini1,"I had one of those 71 boat tails back in 1972. Big honking 455 V8, two bucket seats in front that were so big you could have put 2 smallish people in each seat. Dark brown vinyl top over tan with beautiful glossy tan leather. Got about 10 mpg on premium. Talk about a highway cruising road car.
2013 LX 570 2016 LS 460"
3822,October 2015,abacomike,"
I bought a 1971 (IIRC) Buick LeSabre 455 2 door coupe.  Big car with lots of room and a V8 that was faster than one would think.  That 455 was a powerful engine and burned gas like a sieve.  Brown vinyl roof with tan body and beige vinyl seats.
2018 Mercedes S450"
3823,October 2015,oldfarmer50,"tjc78 said:
I always liked those Rivieras, but they always looked better in dark colors.  Those wheels are gross on the picture you posted.  

If I remember correctly it looked just like that going across the Mecum block. If it had the Northstar it had about 300hp vs 260 for the supercharged 3.8l 6. Pretty or ugly it must be collectable being the only one.

My favorite Rivieras were the boat tailed styles.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3824,October 2015,robr2,"abacomike said:
Robr2 - Do you remember the ""Awful-Awfuls"" from Friendly's? That was some awesome milk shake. I could never seem to finish them. I remember getting them in Pittsfield MA when I was a counselor in summer camp. We would take the campers by bus to a Friendly's (IIRC) for their Awful Awfuls. Always would get a brain freeze from them. But were they goooooood!!!
I've heard of Aweful Awefuls but never had one. It looks like they use ice milk instead of ice cream. Friendly's doesn't serve them anymore - it was replaced by the Fribble. BTW, Friendly's restaurants have some of the worst service around. We stopped going years ago after two horrific trips in a row. It really shouldn't take 90 minutes to make a couple of burgers and chicken fingers!!"
3825,October 2015,oldfarmer50,"
show previous quotes
I've heard of Aweful Awefuls but never had one. It looks like they use ice milk instead of ice cream. Friendly's doesn't serve them anymore - it was replaced by the Fribble. BTW, Friendly's restaurants have some of the worst service around. We stopped going years ago after two horrific trips in a row. It really shouldn't take 90 minutes to make a couple of burgers and chicken fingers!!

show previous quotes
I've heard of Aweful Awefuls but never had one. It looks like they use ice milk instead of ice cream. Friendly's doesn't serve them anymore - it was replaced by the Fribble. BTW, Friendly's restaurants have some of the worst service around. We stopped going years ago after two horrific trips in a row. It really shouldn't take 90 minutes to make a couple of burgers and chicken fingers!!
Friendly' went bust and closed a bunch of restaurants in my area. The few times I ate there the service was ok. They were like Howard Johnsons where I had my first job after retiring from the news delivery game. I think both chains suffered from bad management and changing tastes.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3826,October 2015,suydam,"Friendlys -- worst service ever! The ice cream was good but not worth it once better ice cream places started showing up. Closed in my area.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
3827,October 2015,abacomike,"
I never ate at Friendly's - never even sat down at a table.  Remember, I am going back 44 years ago.  Friendly's had a service window where you would walk up and place your order for take-out.  Most of the customers, way back when, would order Awful-Awfuls, hamburgers, hotdogs, fries, etc.  Then you would take your cardboard tray back to the car and drink your thick Awful-Awful (basically an iced milk shake) and your take out food.  So I don't know much about their table service.
2018 Mercedes S450"
3828,October 2015,suydam,"Yes they had a walk up window too where you could get ice cream in the summer. It was better than table service, but still dragged. I mean, how long does it take to scoop ice cream? Ours just closed a couple of years ago.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
3829,October 2015,houdini1,"Here is a new subject that I don't remember ever being discussed here. Composite decking. I have this type deck and have been plagued for years with what I call leopard spot mold. A few years ago I bought some deck cleaner from Walmart that removed this stuff by just spraying it on and it worked great. It must have worked too well because Walmart stopped selling it. Does anyone know of a good product or some way to get rid of this mold.
2013 LX 570 2016 LS 460"
3830,October 2015,abacomike,"
Destroying the mold is step 1.  Step 2 is sealing the composite with a bonding stain that soaks right through to protect mold regrowth.  A good carpenter would know what, where and when.
2018 Mercedes S450"
3831,October 2015,tyguy,"suydam said:
Your new Outback? Ouch!
I suppose if there's any good news, it's that the Impreza was the one hit. Tuesday the Impreza will go into a dent removal shop to work out the sheet metal damage as best as possible without body filler or painting, and then I'll do what I can to compound out most of the paint rub. There will still be a small scar where to base coat was abraded away, but if I keep the area glossy enough the light reflections will make it harder to see.
2015 Subaru Outback, 2013 Audi A4"
3832,October 2015,tyguy,"stever said:
Might ask the parking lot ""authority"" if they video the lot.

I guess y'all know about using frozen ripe bananas for ""healthy ice cream."" Guess that sounds like ""clean diesel"" lol.
Good point, Stever, and we're hoping that is so. She'll call them in the morning tomorrow to see if the area has camera coverage. Crossing our fingers just so we can hold the person accountable for a hit and run.
2015 Subaru Outback, 2013 Audi A4"
3833,October 2015,carnaught,"abacomike said:
show previous quotes





I don't have a hangover.  No headache, no thirst, no dizziness.  I merely felt the room spinning like I was on a roller coaster and then ""lost consciousness""!  Had some weird dreams like I fell out of a plane and had no parachute, but things seem stable this morning.

Would I ever drink tequila again?  Sure - in marguerites - but drinking shots of it - I don't think so.  


Passing out while intoxicated is a sign of ethanol toxicity. Thank goodness you didn't puke while unconscious. Aspiration pneumonia can be fatal. Glad you're okay."
3834,October 2015,driver100,"carnaught said:
show previous quotes





I don't have a hangover.  No headache, no thirst, no dizziness.  I merely felt the room spinning like I was on a roller coaster and then ""lost consciousness""!  Had some weird dreams like I fell out of a plane and had no parachute, but things seem stable this morning.

Would I ever drink tequila again?  Sure - in marguerites - but drinking shots of it - I don't think so.  

Passing out while intoxicated is a sign of ethanol toxicity. Thank goodness you didn't puke while unconscious. Aspiration pneumonia can be fatal. Glad you're okay.


And people get worried about a few extra fumes from a VW diesel!
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3835,October 2015,oldfarmer50,"abacomike said:
Last night, we went to dinner at a Mexican restaurant.  We started with Gran Patrone marguerites that were the strongest I've ever had.  The waiter mashed avocados at the table, added ingredients, and voila - guacamole.  Best I've ever tasted.  Then it was time for more marguerites.  the waiter then brought out a dish with melted cheese and jalapeño peppers with soft corn tortillas and we made our own cheese quesadillas.  Spicy, but great.  Next, time for more Gran Patrone marguerites.

My brother ordered steak fajitas and I ordered cheese and beef enchelladas which were super ""calliente""!!!

Because there was a mix-up with our reservations, and the manager knew my brother, they picked up the cost of the appetizers.  Bill came to $108.00 including tip.

But the night did not end there.  I've heard stories about how tequila ""hits"" you when you least expect it.  30 minutes after getting back to my brother's house, the walls started to close in on me and the floor started to move like I was in California during a 7.5 earthquake on the Richter scale.  I staggered to my bedroom closed the door and I awake at 6:30 AM still fully clothed and on the floor.

Too much Gran Patrone Tequila?  YA THINK???   
Ending up one the floor fully dressed is better than ending up on the lawn not fully dressed. Sound like a good time was had by all.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3836,October 2015,driver100,"oldfarmer50 said:
show previous quotes








Ending up one the floor fully dressed is better than ending up on the lawn not fully dressed. Sound like a good time was had by all.
But, the guy passed out on the lawn not fully dressed had a much better time.

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3837,October 2015,jpp5862,"Mike, glad you are getting to spend some quality time with your brother."
3838,October 2015,stever,"Speaking of partying, it's not too early to plan your Hallowe'en costume."
3839,October 2015,oldfarmer50,"Sad sight seen tonight.

As I was going into work I saw a Jaguar on the side of the road all busted to heck. Looked like something big had dragged along the entire driver's side and peeled chunks of the car off the frame. I'm guessing a tractor- trailer. Don't know which model it was but the thought of what it would cost to fix brought a tear to my eye.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3840,October 2015,oldfarmer50,"









But, the guy passed out on the lawn not fully dressed had a much better time.

Oh good, I had a better time. For me it was Southern Comfort. Never could touch it again.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3841,October 2015,houdini1,"Bottle of cheap wine did it for me about 50 years ago. Lesson well learned.
2013 LX 570 2016 LS 460"
3842,October 2015,abacomike,"Just got back from eating dinner in south Jacksonville at ""Seasons 52"".  Never ate at one of there restaurants before, but it was great.  I had a bowl of mushroom bisque soup, seared scallops, and we finished 2 bottles of my brother's best wines (which he brings with him).  His SO joined us for dinner.  Great service and those petite desserts are to die for.

By the time I get back to Southeast Florida, I will be totally spoiled.  Boating, eating out every night, brunches out, and great weather.

Looks like I will be following a cold front home Sunday until I get south of Vero Beach where it will be warmer.  Lows tomorrow night in the upper 50's - brrrr.

Been a nice few days up here - but starting to get homesick - like the warmer weather.

For our birthday tomorrow night, we are going to a French restaurant.  Continental cuisine - what can I say!  
2018 Mercedes S450"
3843,October 2015,berri,...and then it's a Big Mac on the road going home - the party is over!
3844,October 2015,robr2,"Seasons 52 is a sister restaurant to The Capital Grille - the latter started right here in Boston. Today they are owned by Darden, the same company that owns Olive Garden. Now the food and wine quality is outstanding at their high end restaurants but many folks are surprised that the folks that bring you unlimited pasta and bread sticks are capable of offering a great dry aged porterhouse."
3845,October 2015,nyccarguy,"The Capital Grille is outstanding
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
3846,October 2015,carnaught,"Mike, sounds like you are having a great visit to N. Florida.

Love your reviews; keep them coming."
3847,October 2015,abacomike,"
Seasons 52 is a sister restaurant to The Capital Grille - the latter started right here in Boston. Today they are owned by Darden, the same company that owns Olive Garden. Now the food and wine quality is outstanding at their high end restaurants but many folks are surprised that the folks that bring you unlimited pasta and bread sticks are capable of offering a great dry aged porterhouse.
You are correct.  The Seasons 52 restaurant is definitely upscale.  The Restaurant Mall is where they are located along with 35 other restaurants including Capital Grille, and they are self standing buildings right next to each other.  The Mexican restaurant we at at Thursday is a block away.  The place we are going to tonight for our birthday is 1/2 a block away.  This is a new concept for putting fine dining restaurants right there in the same location.  They have a new Nordstroms right in the center.  They also have PF Changs and several very expensive restaurants owned by we'll know chefs from New York, Paris, New Orleans, Chicago, etc.

You really need to envision this mall with 35-40 fine dining restaurants with Bar & Grilles around the circumference of the mall.  It's a concept I've never seen or heard of before.  One-stop fine dining.  Great concept.
2018 Mercedes S450"
3848,October 2015,abacomike,"
Yes, berri, Big Macs, medium fries and Diet Coke.  What I really like here is that they have Diet Cherry Coke.  I can't seem to find that where I live.  Great flavor and who doesn't like cherry with their Coke?
2018 Mercedes S450"
3849,October 2015,imidazol97,"abacomike said:

Yes, berri, Big Macs, medium fries and Diet Coke.  What I really like here is that they have Diet Cherry Coke.  I can't seem to find that where I live.  Great flavor and who doesn't like cherry with their Coke?
The taste preference for cherry Coke ( Diet?) goes back to my youth when the soda parlors would serve fountain drawn sodas with cherry flavor or even chocolate in them. Something radical that our parents didn't drink. Dr. Pepper always reminds me of that cherry fountain Coke flavor.

I still recall the soda place on the square in the county seat where we would go to get our cherry Coke when I see the buildings now occupied by other stores or empty in some cases. Love those trips back to my land of youth to see things from decades ago. On one recent visit there was a coral 56-57 Thunderbird just like there was when that was a new car back in the day.

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
3850,October 2015,carnaught,"Speaking of soda fountains, It sounds like Imid. is describing the ""cherry phosphate"", a cherry soda drink? It had that maraschino cherry taste, yet not too sweet....umm. Often they were made at a drug store with the soda fountain along with great malts."
3851,October 2015,imidazol97,"carnaught said:
Speaking of soda fountains, It sounds like Imid. is describing the ""cherry phosphate"", a cherry soda drink? It had that maraschino cherry taste, yet not too sweet....umm. Often they were made at a drug store with the soda fountain along with great malts.
I remember those too and I loved that flavor. I could go through a bottle of maraschino cherries in one sitting. I recall when bold people started putting cherry flavor into regular Coke or Pepsi.

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
3852,October 2015,stever,"My father and his partners opened up a new drugstore in the early 60s and it had a ""modern"" soda fountain. My older brother jerked there. The family story is that on his first day at work he made someone a banana split and asked the customer how it was. The customer informed him that it was excellent but he may want to include a banana the next time. Don't remember the CoColas (preferred the six ounce ones in the six cent machine in the old store) but the tuna salad was outstanding.

The store was on a slight hill and I remember going to the store on quiet Sunday afternoons, getting to the front door and turning around, and seeing my old man chasing his '53 Buick Special down the parking lot toward the highway. It had a habit of slipping out of gear."
3853,October 2015,berri,"Speaking of cherry Cokes and phosphates; does anyone remember Green Rivers, or was more of a Midwest thing?"
3854,October 2015,carnaught,"berri said:
Speaking of cherry Cokes and phosphates; does anyone remember Green Rivers, or was more of a Midwest thing?
I totally remember them. Some called the cherry phosphate a ""red river"". Also had vanilla phosphates.

Banana splits at soda fountains were the best as were malts and shakes served in a tall glass and the rest in it's stainless steel mixer."
3855,October 2015,berri,Why do milkshakes and malts these days always seem to require a spoon? I miss the old soda fountain days when you could just drink them through a straw. But nothing beats an old fashioned milkshake made with real ice cream rather than that soft stuff that has become so common.
3856,October 2015,isellhondas,I remember they would fill your glass and leave the stainless steel glass that they mixed it up in. You could pour another half glass out of that!
3857,October 2015,berri,"In the Chicago area at least, they were often attached to drug stores like Walgreen's or Rexall and would include a vanilla wafer cookie as well"
3858,October 2015,berri,"As for the soft stuff, the custard joints aren't bad shakes. There is a chain called Culver's in the middle of the country that has decent ones. But I still prefer real ice cream."
3859,October 2015,driver100,"GG. Just thinking, the process for getting the Lemon Law people moving is slower than a stalling CTS.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3860,October 2015,henryn,"stever said:
My father and his partners opened up a new drugstore in the early 60s and it had a ""modern"" soda fountain. My older brother jerked there. The family story is that on his first day at work he made someone a banana split and asked the customer how it was. The customer informed him that it was excellent but he may want to include a banana the next time. Don't remember the CoColas (preferred the six ounce ones in the six cent machine in the old store) but the tuna salad was outstanding.

The store was on a slight hill and I remember going to the store on quiet Sunday afternoons, getting to the front door and turning around, and seeing my old man chasing his '53 Buick Special down the parking lot toward the highway. It had a habit of slipping out of gear.
Now there's a blast from the past. My father, who was a mechanic, worked at a new car dealership (Mopar) in a small town where I grew up. We lived out in the country, and I rode a bus to school. Some days, after school, I would walk down to the dealership and hang around until quitting time, then ride home with my father.

The dealership had a Coke machine, with the 6 ounce Cokes for 6 cents.

And parking on a hill -- I may have told this story before, but anyway ..

My first car was a 49 Chevrolet. It had been converted from 6 volt to 12 volt, generator, voltage regulator, light bulbs, etc. But not the starter. Every 6 months or so, the starter would burn out, and I would buy another one at the salvage yard. As I recall, it was about $5, and the salvage yard wanted quite a bit more for a 12 volt starter.

But usually I didn't have the $5, I would have to save it up. Luckily, my house was on a hill, so I could park in the street and roll down hill to jump start. And at school, my friends would help me to push start the car (by hand).

Ah, and soda jerks! My mother graduated high school, in May, 1941, in the same small town. She worked at the drug store, soda jerk, whatever, anything short of filling prescriptions. Until December 7, 1941, after which she joined the WACs.




2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
3861,October 2015,suydam,"Steak n Shake uses real ice cream in their milkshakes. They are quite tasty!
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
3862,October 2015,houdini1,"Our favorite place for shakes is Chick-Fil-A.
2013 LX 570 2016 LS 460"
3863,October 2015,andres3,"imidazol97 said:
show previous quotes


Yes--turn off the key for 3 seconds to stop the engine then turn the key back to ON without cranking the engine and all accessories, including power steering, are active again were the steering electric. The truck looked like an older Nissan to me which, however, probably has hydraulic steering. In that case, a moving truck would be easily steered without power assist. The brakes would work without the vacuum assist but require strong pressure.

Somehow this truck thing doesn't ring right as runaway. The dispatcher told the person things to do and he didn't do them if I remember the transcipt correctly. During the time people were talking about toyota's runaway acceleration, which most people seem to care little about now, there was a Prius driver whom the toyota folks ridiculed as faking runaway acceleration.

I don't think it was just Toyota people that ridiculed most of the ""runaway acceleration"" drivers.
Toy '16 Audi TTS quattro AWD, Commuter '17 VW Golf AllTrack SE 4-Motion AWD, Wife's '16 Kia Optima LX 1.6T FWD"
3864,October 2015,driver100,"graphicguy said:
show previous quotes












Driver...should have updated. In the state of OH, you have to go through the BBB arbitration, first. Arbitrator's decision is binding on Cadillac but not me. If I don't like the decision, then Lemon Law Attorney can be used. It's been in front of the arbitration BBB for months. Cadillac simply doesn't respond to their inquiries. As I told them, ""don't wait for Cadillac to call you. You call them."" They're going to do what they're going to do. I still think it's going to take legal action against Cadillac to get them to admit to the car's issues.

I think this is why you don't hear of many Cadillac buybacks. Their whole strategy is to out wait the consumer, in the hopes we will just give up. Wrong guy to try that with. Power steering only acts up once in awhile now. But, getting into a rental car (ANY rental car, regardless of price) just reinforces the difference between correctly operating steering, and the junk they keep telling me is ""operating as designed"".

CUE is still not working. Stalling seems to have stopped, for now.

But, there's a terrible sound coming out from the right front suspension, that the dealership says is a result of the car being on a lift so much. Not sure if they thought that was funny or were serious, but in brief, this $60K Cadillac has been nothing but trouble since they day it first graced my driveway.

The fight continues on.
GG, thanks for the update. It would seem that the BBB is getting nowhere, and really, they don't have a lot of clout. So, when do the Lemon Law people step in? Do they wait until BBB has completely given up trying to get an answer from GM?

That one about the noise being there because of their having the car on the lift to fix it is hilarious. I guess that is your fault for bringing the car in so often.

Obviously, the BBB has done all they can do....they don't even get a reply, I think it is time for the Lemon Law people to try to get some results.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3865,October 2015,stickguy,"the BBB should just treat Caddy as non-responsive, and have the hearing in abstentia. Which will work out to GGs favor, since they won't be able to defend themselves!

see what happens if they issue a arbitration finding that they need to buy it back (which GG obviously accepts). I bet it still requires a lawsuit to get them to do it.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
3866,October 2015,oldfarmer50,"qbrozen said:
show previous quotes




If it is from Ford Racing and installed by a Ford dealer, it is covered.
I wonder if that applies to other mods like sway bars or aftermarket wheels?

2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3867,October 2015,houdini1,"In that case, I am thinking treble damages !
2013 LX 570 2016 LS 460"
3868,October 2015,oldfarmer50,"abacomike said:
I filled up with Shell PUG this morning.  As I was approaching the gasoline station, a message came up on my NAV screen telling me I was using reserve fuel and wanted to know if I wanted the GPS to search for a gas station.  Problem was I had 3/8 of a tank when I left my brother's house.  Now, my gas gauge was dropping quickly to ""E"".  I pulled into She'll and it took 15.8 gallons which means there was still 6.4 gallons in the tank prior to fill-up.

I get in the car, start it, and gas tank gauge shows empty.  I was on my way to meet my brother at his Mercedes Dealer in Jacksonville.  When I got there I mentioned to the service mgr. the problem.  He plugged in the diagnostic plug and it showed an error message - a miscommunication from the float sensor in the tank.  To fix it, they rocked the car.  Problem solved.  They hand washed my car and off I went with my gauge showing a full tank.
Now that's the old school mechanic stuff I love abet aided by the diagnostic computer. A real old time mechanic would have rocked the car first...or hit it with a hammer.

2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3869,October 2015,oldfarmer50,"stickguy said:
I got RUG at the gulf station yesterday. $1.78. Hard to argue with that.
Just filled up with PUG at $2.54.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3870,October 2015,driver100,"houdini1 said:
In that case, I am thinking treble damages !
I think he has reached the point of 10X damages......plus extra punitive damages so it never happens again.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
3871,October 2015,oldfarmer50,"
I think he has reached the point of 10X damages......plus extra punitive damages so it never happens again.
I think he should sue the BBB as well for dragging this out.

2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
3872,October 2015,nyccarguy,"Sorry I'm a few days late to the car company pride & prejudices discussion. There was a time where I would have considered myself severely brand loyal (fanboy is the term used online I believe) and would ONLY consider vehicles produced by Honda, Acura, & BMW. On the other side I was severely prejudiced against American vehicles (specifically GM) and Toyota/Lexus. As I've grown up and become wiser (I'm 39 now) about cars anyway, I appreciate more cars and would absolutely consider buying a much broader spectrum of cars than I would have back when I joined edmunds back in the late 1990s.

Every car company has had way more than its fair share of problems, recalls, & TSBs. None of companies are perfect.

2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
3873,October 2015,qbrozen,"oldfarmer50 said:
show previous quotes




I wonder if that applies to other mods like sway bars or aftermarket wheels?

Of course. I mean, wheels and swaybars aren't covered under warranty anyway (unless you bought a wheel warranty and unless the swaybars are truly defective). As far as RB's buddy with the Cobalt, that's his fault for not knowing the rules. It is on the manufacturer to prove a modification caused the failure, not the responsibility of the customer to show it didn't.

Similar issue with our T&C. Failing headlights and they decided it was my aftermarket trailer harness. I did pay them to go ahead and disconnect it. Didn't fix the problem. I could have taken it home, disconnected it myself, and saved $60, but it wasn't worth the extra trip to me.
'17 F150 Crew 2.7; '67 Coronet R/T; '14 Town&Country Limited; '09 LR2 HSE. 44-car history and counting!"
3874,October 2015,fezo,"stickguy said:
I got RUG at the gulf station yesterday. $1.78. Hard to argue with that.
Other than the fact that it was Gulf'.
2013 Mazda 5 Grand Touring, 2010 Toyota Prius IV. 2007 Toyota Camry XLE, 2004 Toyota Camry LE, 1999 Mazda Miata"
3875,October 2015,stickguy,"I'm mad at the Exxon station that was close to my house. They went and converted to some no name outlet (US gas?).
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
3876,October 2015,roadburner,"qbrozen said:
As far as RB's buddy with the Cobalt, that's his fault for not knowing the rules. It is on the manufacturer to prove a modification caused the failure, not the responsibility of the customer to show it didn't.
.
You can quote Magnuson–Moss to a dealer until you are blue in the face. In most cases they will still tell you to pound sand; you'll end up having to hire an attorney and that will almost certainly drag things out further. Just like GG's problems with his CTS- the strategy is to stonewall and hope you go away.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
3877,October 2015,abacomike,"Last night, we went to dinner at a Mexican restaurant.  We started with Gran Patrone marguerites that were the strongest I've ever had.  The waiter mashed avocados at the table, added ingredients, and voila - guacamole.  Best I've ever tasted.  Then it was time for more marguerites.  the waiter then brought out a dish with melted cheese and jalapeño peppers with soft corn tortillas and we made our own cheese quesadillas.  Spicy, but great.  Next, time for more Gran Patrone marguerites.

My brother ordered steak fajitas and I ordered cheese and beef enchelladas which were super ""calliente""!!!

Because there was a mix-up with our reservations, and the manager knew my brother, they picked up the cost of the appetizers.  Bill came to $108.00 including tip.

But the night did not end there.  I've heard stories about how tequila ""hits"" you when you least expect it.  30 minutes after getting back to my brother's house, the walls started to close in on me and the floor started to move like I was in California during a 7.5 earthquake on the Richter scale.  I staggered to my bedroom closed the door and I awake at 6:30 AM still fully clothed and on the floor.

Too much Gran Patrone Tequila?  YA THINK???   
2018 Mercedes S450"
3878,October 2015,houdini1,"Mike, sounds like you had a very full and wonderful evening. Good to let your hair down now and then (if you have any).
2013 LX 570 2016 LS 460"
3879,October 2015,graphicguy,"stickguy said:
the BBB should just treat Caddy as non-responsive, and have the hearing in abstentia. Which will work out to GGs favor, since they won't be able to defend themselves!

see what happens if they issue a arbitration finding that they need to buy it back (which GG obviously accepts). I bet it still requires a lawsuit to get them to do it.
Driver....Stick....not sure what happens if Cadillac continues to be unresponsive. In talking to others who have gone the BBB ""buy back"" route with Cadillac, being totally unresponsive isn't unusual. They all had the same thing happen.

For example, one person who had an Escalade (whom I met in the Cadillac service dept) is going through the exact same thing. He's having a problem with the ""check engine"" light coming on....and similar problems as I have with CUE not working. He said Cadillac keeps telling him to bring it back to the dealer, which he has......13 TIMES. Check engine light gets turned off. Cadillac said it's a ""false"" code, and sends him on his way. Few weeks later, it happens again. Same diagnosis.

Clearly, they don't have an answer for the CUE system. The Escalade owner says the same thing.

He's in the same boat. He's been told to take it to arbitration via BBB. I guess if Cadillac doesn't show, we win by default. But, then the decision has to be enforced.

And, I'm thinking that is going to take a lawyer.

So, still a long road ahead.
2018 Acura TLX SH AWD ASpec"
3880,October 2015,graphicguy,"abacomike said:
Last night, we went to dinner at a Mexican restaurant.  We started with Gran Patrone marguerites that were the strongest I've ever had.  The waiter mashed avocados at the table, added ingredients, and voila - guacamole.  Best I've ever tasted.  Then it was time for more marguerites.  the waiter then brought out a dish with melted cheese and jalapeño peppers with soft corn tortillas and we made our own cheese quesadillas.  Spicy, but great.  Next, time for more Gran Patrone marguerites.

My brother ordered steak fajitas and I ordered cheese and beef enchelladas which were super ""calliente""!!!

Because there was a mix-up with our reservations, and the manager knew my brother, they picked up the cost of the appetizers.  Bill came to $108.00 including tip.

But the night did not end there.  I've heard stories about how tequila ""hits"" you when you least expect it.  30 minutes after getting back to my brother's house, the walls started to close in on me and the floor started to move like I was in California during a 7.5 earthquake on the Richter scale.  I staggered to my bedroom closed the door and I awake at 6:30 AM still fully clothed and on the floor.

Too much Gran Patrone Tequila?  YA THINK???   
Now....That's a party!!!!!!!!!

My days of drinking tequilla are long, long gone....even in marguaritas.

I was probably in my late 20s at the time, married to my son's mother who was probably 23-24 (before we had my son). We were doing shots with another couple who were celebrating buying a new house. Next thing I remember is waking up at our friend's new house living room (which didn't have much furniture moved in yet), my ex on the couch, wearing a minimal undergarment, and me, on the floor. fully clothed, with a pounding headache and their dog licking my toes.

Never did drink tequila again.
2018 Acura TLX SH AWD ASpec"
3881,October 2015,suydam,"Well, you can drink it, but less! Nowadays tequila is all the rage. I shared flights with my kids at a bar where they had over a hundred different kinds. We had a blast trying them out -- but just a couple -- and had a fabulous dinner afterwards! Not winding up on the floor.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
3882,October 2015,graphicguy,"abacomike said:
@imidazol97:

I paid $2.69.9 for Shell PUG.  My brother said it was $2.49.9 last week.  So, yes, gas prices are rising quickly.
Not sure the reason. There is still a massive oversupply of oil and demand is still very tepid, regardless of ""maintenance"" at refineries (the oversupply is in tanks that have already been refined). We're still brimming with not enough places to store the oil that keeps piling up, everywhere.
2018 Acura TLX SH AWD ASpec"
3883,October 2015,stever,"Ah, fun memories - I remember slogging through the streets of Zihuatanejo with another couple in a warm afternoon downpour with 4 inches of water lapping our ankles shouting ""Hornitos"" every block or so. Our wives were lucid enough to get us back to the hotel. Nowadays I only have it at The Pink Store. They give you one to lubricate your shopping. Brilliant marketing, the car dealers should try it."
